Application ID,Submission Date,Agent,Product,Monthly Commission,Theater,Region,SubRegion,r,p_1,p_2,p_3
0066000000S1unQ,41957.33333,Genevieve Childress,IFP,5,Asia Pacific,AUS/NZ,AUS/NZ,0,0,0.007448716,0
0066000000g1lWt,42766.33333,Tom Brady,MA,124.728,Americas,USA,Southwest,0,0.146085348,0.143341092,0.106130804
0066000001MHVpP,42794.33333,Stephenie Mcelligott,IFP,5,Americas,USA,Central,0,0,0.006353997,0
0066000001SmhNN,42795.33333,Randa Stoneham,MA,95,Asia Pacific,AUS/NZ,AUS/NZ,0,0.034298527,0.041633065,0.028923956
0066000001SoHPH,42505.29167,Mariann Hardman,MS,1255,EMEA,Northern Europe,Northern Europe,0,0.073569925,0.036784963,0.036888942
0066000000ms4zZ,42826.29167,Tom Brady,IFP,5.52,Americas,USA,Southwest,0,0,0.036784963,0
0066000001SmhNX,42767.33333,Randa Stoneham,MA,95,Asia Pacific,AUS/NZ,AUS/NZ,0,0.037480711,0.042874562,0.021280764
0066000000mrszE,42766.33333,Stephenie Mcelligott,IFP,252.584,Americas,Latin America,Latin America,0,0.042965771,0.021482886,0.023337699
0066000001MGAen,42870.29167,Marcie Siegel,MA,95,Asia Pacific,Hong Kong & Taiwan,Hong Kong & Taiwan,0,0,0,0
0066000001MFO5l,42674.29167,Tom Brady,IFP,5,Americas,USA,Southwest,0,0,0,0
0066000001Ea07U,42766.33333,Stephenie Mcelligott,PDP,55.97,Americas,Latin America,Latin America,0,0.071926454,0.079697472,0.050454768
0066000001SpPPC,42794.33333,Elizbeth Kidney,PDP,5,Americas,USA,Southeast,0,0,0.002678807,0
0066000001SmhNh,42795.33333,Randa Stoneham,MA,5,Asia Pacific,AUS/NZ,AUS/NZ,0,0.004991936,0.005640744,0.004060364
00660000018Ia0P,43125.33333,Allegra Eakle,MS,156.655,Asia Pacific,Japan,Japan,0,0,0.00040866,0
0066000001EbhCm,42794.33333,Mignon Mcdevitt,MS,42.854,Americas,USA,Mountain,0,0.051127354,0.059762998,0.030311389
0066000000wZbY5,42912.29167,Wilma Rudolph,MS,5,Americas,Canada,Canada,0,0,0.005640744,0
0066000001EbnNd,42751.33333,Kerri Walsh,MS,143.8957,Americas,USA,Central,0,0.270468616,0.270862128,0.135333213
0066000001SnOQW,42826.29167,Cathrine Guyette,MS,91.7988,EMEA,Central Europe,Central Europe,0,0.070581619,0.074514355,0.05592005
00660000012Kop8,42855.29167,Randa Stoneham,PDP,5,Asia Pacific,Singapore,Singapore,0,0,0.004318067,0
0066000001MFdP5,42741.375,Boris Leverett,MS,157.8524,Americas,USA,Northeast,0,0.304497643,0.295966316,0.336607974
0066000001MDxPf,42794.33333,Holly Mescher,IFP,22.311,Americas,USA,Southeast,1,0.136004291,0,0.09432507
0066000001SmhN8,42856.29167,Randa Stoneham,MA,95,Asia Pacific,AUS/NZ,AUS/NZ,0,0.011323263,0.01127688,0.006754156
0066000001EbRqo,42746.33333,Donte Kiser,IFP,5,Americas,USA,Northeast,0,0.011687841,0.012374975,0.008953624
0066000001SpPOT,42794.33333,Tamar Boatner,PDP,5,Americas,Canada,Canada,0,0,0.012374975,0
0066000001aNegW,42794.33333,Dollie Gracie,MA,5,Americas,USA,Central,0,0.010685902,0.015016198,0.007843879
0066000001SnZie,42855.29167,Danica Patrick,MS,25.927,Americas,USA,Southwest,0,0.114923744,0.137865138,0.065766292
0066000001SoR02,42886.29167,Marcell Rosamond,MA,29.75155,EMEA,Central Europe,Central Europe,0,0.002522304,0.003135654,0.001566274
0066000001MDjoU,42814.29167,Sadie Read,PDP,155,Americas,Canada,Canada,0,0.033081664,0.036949387,0.029210571
0066000001Eax78,42919.29167,Wilma Rudolph,IFP,5,Americas,USA,Northwest,0,0,0.00738636,0
0066000001MHZ2m,42872.29167,Marco Dunavant,MS,33.932,Asia Pacific,Japan,Japan,0,0.010975813,0.012065545,0.006937803
0066000001SpW82,42762.33333,Tressa Kennamer,MA,255,EMEA,France,France,0,0.045810954,0.044633575,0.031352399
0066000001aOfvB,42794.33333,Edwina Fortson,MS,5,Americas,USA,Southeast,0,0,0.012065545,0
0066000000wcdg0,42851.29167,Stephenie Mcelligott,MA,51.224,Americas,Latin America,Latin America,0,0.020248469,0.029959652,0.010500312
0066000001L7pX5,42734.33333,Donte Kiser,MS,5,Americas,USA,Northeast,0,0,0.012065545,0
0066000000g0FFy,42814.29167,Wilma Rudolph,MS,829.764,Americas,USA,Northwest,0,0,0,0
0066000001Sq1IW,42755.33333,Mia Hamm,PDP,21.43579,Americas,USA,Southwest,1,0.507240873,0.260861309,0.161049757
0066000001So7U8,42851.29167,Lena Theurer,MS,75,EMEA,Northern Europe,Northern Europe,0,0,0.000747345,0
0066000001aOs2X,42722.33333,Arnold Palmer,MA,2.125,EMEA,Spain and Portugal,Spain and Portugal,1,0,0,0
0066000001MHZ28,42791.33333,Allegra Eakle,MA,5,Americas,USA,Southeast,0,0.004022981,0.011572005,0.002245843
0066000001SoR0q,42885.29167,Marcell Rosamond,PDP,58.5642,EMEA,Central Europe,Central Europe,0,0.031783506,0.023928221,0.017978529
0066000001MEGFW,42794.33333,Lillia Bocanegra,PDP,5,Americas,Canada,Canada,0,0,0,0
0066000000wa56I,42794.33333,Stephenie Mcelligott,MS,75.498,Americas,Latin America,Latin America,0,0.011912521,0.003784982,0.006294092
0066000001aPIbx,42794.33333,Tamar Boatner,MS,5,Americas,USA,Southeast,0,0,0,0
0066000000s7D4r,42795.33333,Genevieve Childress,MA,155,Asia Pacific,AUS/NZ,AUS/NZ,0,0.042289887,0.048266798,0.03400664
0066000001Spg52,43131.33333,Fredricka Liu,MS,316.516,Asia Pacific,Japan,Japan,0,0.040239638,0.020119819,0.034770053
0066000001SqNbt,42767.33333,Mia Hamm,PDP,5.58451,Americas,USA,Southwest,1,0.522533968,0.283800952,0.317010947
0066000000S2mIn,42822.29167,Livia Twine,MA,44.1545,Asia Pacific,Malaysia,Malaysia,0,0,0.283800952,0
0066000001ME6FG,42713.33333,Mia Hamm,PDP,5,Americas,USA,Southwest,0,0.452617648,0.496392705,0.388256477
0066000001MGFDB,42855.29167,Tom Brady,MA,95,Americas,USA,Southwest,0,0.008670009,0.016811345,0.005234733
0066000001EcNqx,42916.29167,Kandi Citizen,IFP,5,Americas,Canada,Canada,0,0.021181671,0.025810854,0.012117974
0066000000wbQVf,42825.29167,Darin Pellegren,MA,155,Americas,Canada,Canada,0,0,0,0
0066000000msEY1,42794.33333,Merlene Lassen,IFP,25,Americas,Canada,Canada,0,0.112974772,0.128161283,0.073830403
0066000000NmstZ,42884.29167,Tamar Boatner,MS,43.58975,Americas,USA,Southeast,0,0.018300032,0.022598115,0.01105339
0066000001MHFUH,42737.375,Wilma Rudolph,MS,48.21,Americas,USA,Northwest,0,0.485886462,0.487332891,0.287265593
00660000018L0jV,42732.33333,Emilio Luczynski,MA,77.5652,Asia Pacific,China,China,0,0.189674273,0.194657721,0.10444926
0066000001aOyHJ,42766.33333,Cassondra Petrick,MS,53.9916,EMEA,Israel,Israel,0,0.017087711,0.01982384,0.013488349
0066000001SmujB,42727.33333,Phyliss Works,MS,1555,Americas,USA,Central,0,0.132646094,0.066323047,0.067227213
0066000000s7wXX,42799.29167,Delinda Loving,MA,45,EMEA,Northern Europe,Northern Europe,0,0,0.066323047,0
0066000001EcNqO,42851.29167,Stephenie Mcelligott,PDP,5,Americas,Latin America,Latin America,0,0,0,0
0066000001MDz2n,42807.29167,Randa Stoneham,MA,82.9785,Americas,USA,Northwest,0,0.024375082,0.028006666,0.012998701
0066000001EZmXI,42823.29167,Tamar Boatner,IFP,5,Americas,Canada,Canada,0,0.044971329,0.050052331,0.025916588
0066000000UpwPP,42751.33333,Lyn Freeberg,MA,195.272,EMEA,Middle East,Middle East,0,0.003562545,0,0.00276748
0066000001aOU5X,42766.33333,Stephenie Mcelligott,MS,5,Americas,Latin America,Latin America,0,0.016741558,0.008002485,0.013506588
0066000001MHEPG,42794.33333,Elizbeth Kidney,MA,5,Americas,USA,Southeast,0,0,0.050052331,0
0066000001aNl7f,42787.33333,Darin Pellegren,MA,5,EMEA,Central Europe,Central Europe,0,0,0.004811997,0
0066000001SqJVI,42823.29167,Ulysses Veitch,MA,5,Americas,Latin America,Latin America,0,0,0.050052331,0
00660000018KGZi,42794.33333,Kym Rothermel,MA,5,Americas,USA,Southeast,0,0,0.050052331,0
00660000018IBAB,42794.33333,Cassondra Petrick,MA,93.7552,EMEA,Israel,Israel,0,0.093469657,0.085767195,0.076402477
0066000000mrVYx,42855.29167,Stephenie Mcelligott,MA,5,Americas,Latin America,Latin America,0,0,0,0
0066000001MET7V,42774.33333,Lorene Ebeling,MA,99.33,Asia Pacific,China,China,0,0.06151335,0.064653355,0.043308609
0066000000mpRXF,43010.29167,Emilio Luczynski,IFP,5,Asia Pacific,China,China,0,0,0.050052331,0
0066000001aP2uJ,42741.375,Mia Hamm,PDP,5,Americas,USA,Southwest,0,0.487992674,0.47890019,0.32869628
00660000012O9Ob,42613.29167,Michael Jordan,MA,5,Americas,USA,Northeast,0,0.180461959,0.21917967,0.117833547
0066000001Snb0z,42752.33333,Joetta Lafromboise,MS,5,Americas,USA,Northwest,0,0,0,0
0066000001SmrZP,42794.33333,Lillia Bocanegra,MS,5,Americas,Canada,Canada,0,0,0.21917967,0
00660000018Ju2w,42744.33333,Frances Rasnake,MA,135,EMEA,Italy,Italy,0,0.130052228,0.12006243,0.067456845
0066000001EbVwE,42962.29167,Donte Kiser,MS,5,Americas,USA,Northeast,0,0,0.21917967,0
0066000001aNASM,42794.33333,Merlene Lassen,MS,5,Americas,Canada,Canada,0,0,0.004239334,0
0066000000msIu0,42821.29167,Frederick Saul,MA,5,Asia Pacific,Thailand,Thailand,0,0,0.00619883,0
0066000000j9Khj,42766.33333,Raeann Uriarte,MA,38.332,Americas,Latin America,Latin America,0,0,0.21917967,0
0066000001MHLGx,42884.29167,Serita Silberman,MS,155,EMEA,Western Europe,Western Europe,0,0.027923072,0.018399569,0.022313247
0066000000sACL8,42472.29167,Tom Brady,IFP,344.92,Americas,USA,Southwest,0,0.045448266,0.022724133,0.040057779
0066000001MEau9,42755.33333,Stephenie Mcelligott,MS,5,Americas,Latin America,Latin America,0,0.00102908,0,0.000911957
0066000001SnwMH,42959.29167,Frances Rasnake,MS,5,EMEA,Italy,Italy,0,0,0.009494783,0
0066000001aNT8G,42851.29167,Tressa Kennamer,MA,155,EMEA,France,France,0,0.029117433,0.032980935,0.022510646
0066000001aNgdZ,42766.33333,Cassondra Petrick,IFP,145,EMEA,Israel,Israel,0,0,0,0
0066000001SnJnM,42823.29167,Randa Stoneham,MS,5,Asia Pacific,Singapore,Singapore,0,0.132069758,0.129620565,0.100158417
0066000001MDuUA,42734.33333,Arnold Palmer,MS,85,Americas,USA,Northeast,0,0,0,0
0066000001Eayw3,42777.33333,Lyn Freeberg,MS,355,EMEA,Middle East,Middle East,0,0.000423841,0.00021192,0.000248774
0066000001SnwMR,42855.29167,Lorene Ebeling,MA,97.585,Asia Pacific,China,China,0,0,0,0
0066000000ZclQH,42855.29167,Stephenie Mcelligott,MS,23.995,Americas,Latin America,Latin America,0,0.035170463,0.028128449,0.026312636
0066000001EcdeJ,42794.33333,Ted Williams,DT,38.6656,Americas,USA,Southwest,1,0.376342154,0.37742149,0.116557028
0066000001aOtxm,42766.33333,Mia Hamm,PDP,5,Americas,USA,Southwest,0,0.504730406,0.588559685,0.379278155
00660000018JGtK,42813.29167,Mathilde Butkovich,MA,52.125,EMEA,Middle East,Middle East,0,0.05202464,0.053963834,0.031260111
0066000000WihD8,42766.33333,Cassondra Petrick,MA,287,EMEA,Israel,Israel,0,0.024991586,0.024267584,0.013782219
0066000001MHGQ2,42794.33333,Serita Silberman,MA,155,EMEA,Western Europe,Western Europe,0,0.052322191,0.047649205,0.035263086
0066000001EaJEo,42855.29167,Mozelle Archambault,MA,155,Americas,USA,Northeast,0,0,0,0
0066000001MGEhf,42855.29167,Joetta Lafromboise,IFP,5,Americas,Canada,Canada,0,0,0.588559685,0
0066000001Ecwrx,42762.33333,Raeann Uriarte,MA,28.44,Americas,Latin America,Latin America,0,0.054453973,0.06096466,0.039937085
0066000001SoXi6,42794.33333,Allegra Eakle,IFP,5,Americas,USA,Southeast,0,0.009897598,0.010103401,0.005799501
0066000000s72ix,42745.33333,Cary Westmoreland,MS,149.559,EMEA,Central Europe,Central Europe,0,0.023608994,0.017145971,0.016191745
0066000001aMxjy,42735.33333,Tressa Kennamer,IFP,155,EMEA,France,France,1,0.359823218,0.358955912,0.09965651
0066000000wZZwH,42855.29167,Tressa Kennamer,MA,255,EMEA,France,France,0,0,0.002794155,0
0066000001So9hh,42794.33333,Frederick Saul,MS,5,Americas,USA,Central,0,0,0.010103401,0
0066000001MFGXD,42732.33333,Noma Keller,MS,25.8573,Asia Pacific,AUS/NZ,AUS/NZ,0,0.202772826,0.208741514,0.356722559
0066000001aMnW7,42823.29167,Allegra Eakle,MS,5,Americas,USA,Southeast,0,0,0.208741514,0
0066000000s72iY,42753.33333,Cary Westmoreland,MS,147.5235,EMEA,Central Europe,Central Europe,0,0.013338042,0.021512123,0.011181178
0066000001Sobr8,42727.33333,Nicolette Wadkins,MA,5,Americas,USA,Southeast,0,0.01827317,0.012593978,0.009294359
0066000001Spj0q,42794.33333,Merlene Lassen,MA,5,Americas,Canada,Canada,0,0.056756301,0.060378113,0.032356073
0066000000s7DBV,42886.29167,Marco Dunavant,MA,83.47152,Asia Pacific,China,China,0,0.013576578,0.01231068,0.008591162
0066000000mpPno,42734.33333,Kym Rothermel,IFP,5,Americas,Latin America,Latin America,0,0.02313065,0.017012279,0.013029796
0066000001aOTgU,42702.33333,Noma Keller,MS,5,Asia Pacific,AUS/NZ,AUS/NZ,0,0,0.208741514,0
00660000018JNnR,42794.33333,Kandi Citizen,MA,151.3458,Americas,USA,Central,0,0.003321208,0.004249965,0.002971487
0066000001SqfI5,42794.33333,Nicolette Wadkins,MS,78.53953,Americas,USA,Northeast,0,0.089543289,0.080576405,0.053279825
0066000000wZqFw,42582.29167,Stephenie Mcelligott,MA,5,Americas,Latin America,Latin America,0,0.180461959,0.181014966,0.063902054
0066000001aOa5c,42794.33333,Joetta Lafromboise,IFP,5,Americas,Canada,Canada,0,0,0.208741514,0
0066000001Snkin,42794.33333,Cassondra Petrick,IFP,55,EMEA,Israel,Israel,0,0.065001807,0.067432653,0.040623931
0066000001EbSEK,42823.29167,Donte Kiser,IFP,5,Americas,USA,Northeast,0,0,0.067432653,0
0066000000dyH6S,42856.29167,Delinda Loving,MA,45,EMEA,Northern Europe,Northern Europe,0,0,0.067432653,0
0066000001aNMQ1,42794.33333,Phyliss Works,MA,5,Americas,USA,Central,0,0,0.067432653,0
0066000000j932o,42734.33333,Tressa Kennamer,MS,164.34,Asia Pacific,AUS/NZ,AUS/NZ,0,0.004953744,0.005190247,0.002974397
00660000018Jugo,42781.33333,Nicolette Wadkins,MA,157.7147,Americas,USA,Southeast,0,0.104741109,0.110580906,0.066960705
0066000000RQPe5,42125.29167,Tom Brady,MA,44,Americas,USA,Southwest,0,0.049485211,0.05288801,0.028151044
0066000000g1WIE,42816.29167,Allegra Eakle,MS,186.7256,Asia Pacific,Japan,Japan,0,0,0,0
0066000000WlOWw,42795.33333,Tressa Kennamer,MS,155,Asia Pacific,AUS/NZ,AUS/NZ,0,0.03647337,0.032326791,0.031176308
0066000000g29nJ,42823.29167,Stephenie Mcelligott,MA,24,Americas,Latin America,Latin America,0,0.015253527,0.01999409,0.010194414
0066000001SnWYw,42766.33333,Frances Rasnake,MS,65,EMEA,Italy,Italy,0,0.148469251,0.139924063,0.119871626
0066000000ZbMDu,42871.29167,Genevieve Childress,MA,25,EMEA,Northern Europe,Northern Europe,0,0.01414671,0.006979045,0.00827218
0066000000mpOPd,42886.29167,Darin Pellegren,IFP,88.5365,Americas,Canada,Canada,0,0.013346533,0.020497417,0.011557808
0066000001aOdW3,42793.33333,Livia Twine,MA,87.545,Asia Pacific,Malaysia,Malaysia,0,0.011201633,0.019652925,0.00899287
0066000001SpaJB,42766.33333,Mia Hamm,PDP,8.45792,Americas,USA,Southwest,1,0.2,0,0.123022834
0066000000j8sGc,42823.29167,Lillia Bocanegra,IFP,55,Americas,Canada,Canada,0,0.03418547,0.042608977,0.01973077
0066000001SqRyV,42774.33333,Mia Hamm,PDP,7.15692,Americas,USA,Southwest,1,0.19023098,0,0.16840203
0066000000sAUFY,42766.33333,Serita Silberman,MA,418,EMEA,Western Europe,Western Europe,0,0.049142836,0.024571418,0.039882574
0066000001EcMpi,42795.33333,Marcie Siegel,MA,65.4544,Asia Pacific,Hong Kong & Taiwan,Hong Kong & Taiwan,0,0.037495723,0.028542312,0.020333046
0066000001SnKh1,42947.29167,Raeann Uriarte,PDP,645.35,Americas,Latin America,Latin America,0,0.023883832,0.015802638,0.01235741
0066000001Sn680,42823.29167,Boris Leverett,MS,68.565,Americas,USA,Northeast,0,0.110377517,0.109778515,0.069935244
0066000001MFIBF,42766.33333,Tom Brady,MA,35,Americas,USA,Southwest,0,0,0.024571418,0
0066000001MFIBe,43039.29167,Tom Brady,MA,45,Americas,USA,Southwest,0,0,0,0
0066000000ZZYxF,42886.29167,Delinda Loving,MA,75,EMEA,Northern Europe,Northern Europe,0,0,0.004462572,0
00660000018Jqs5,43039.29167,Fredricka Liu,DT,95.52,Asia Pacific,Japan,Japan,0,0.0360087,0.034374309,0.027459817
00660000018IzSe,42745.33333,Tressa Kennamer,MA,55,EMEA,France,France,0,0.049286679,0.058428021,0.030159621
0066000001Spq7s,42755.33333,Tamar Boatner,MA,152.8956,Americas,USA,Southeast,0,0.181530335,0.185460717,0.138893775
0066000001MFlZA,43157.33333,Livia Twine,PDP,5,Asia Pacific,Malaysia,Malaysia,0,0,0.058428021,0
0066000001EbDMm,42766.33333,Kandi Citizen,MA,75.5658,Americas,USA,Central,0,0.096397556,0.091097467,0.062850361
0066000000wbFzz,42731.33333,Tom Brady,MA,27.3225,Americas,USA,Southwest,0,0.077379585,0.093307864,0.053387814
0066000000NnX3Z,42124.29167,Tom Brady,MS,51.56,Americas,USA,Southwest,0,0.111719049,0.120008506,0.064621173
0066000001MFUpU,42794.33333,Nicolette Wadkins,MA,5,Americas,USA,Southeast,0,0,0,0
0066000001SnYfj,42794.33333,Merlene Lassen,MS,155,Americas,Canada,Canada,0,0.055298006,0.061443503,0.030140204
0066000001aMjty,42734.33333,Kym Rothermel,MS,45.5,Americas,Latin America,Latin America,0,0,0.093307864,0
0066000001MDlzL,42794.33333,Fredricka Liu,IFP,5,Americas,USA,Northwest,0,0.005712493,0.006955142,0.0039813
0066000001MFimW,42794.33333,Tom Brady,MS,5,Americas,USA,Southwest,0,0.001181479,0.00129577,0.000956346
0066000000sAZkm,42735.33333,Mary Lou Retton,MA,55,Americas,USA,Southwest,0,0.062638151,0.065081964,0.053411725
0066000001MES1W,42719.33333,Noma Keller,MS,117.2256,Asia Pacific,AUS/NZ,AUS/NZ,0,0.259174428,0.257664441,0.314484617
0066000000wbhTU,42855.29167,Fredricka Liu,DT,51.19525,Asia Pacific,Japan,Japan,0,0,0,0
0066000001So3OC,42794.33333,Elizbeth Kidney,MA,46.14519,Americas,USA,Southeast,0,0.01769047,0.019374941,0.012968425
0066000001MES1l,42734.33333,Randa Stoneham,MA,82.7384,Americas,USA,Northwest,1,0.139262149,0.143664364,0.08299134
0066000000ZcMBz,42823.29167,Tom Brady,MS,279,Americas,USA,Southwest,0,0,0,0
0066000001SoHkO,42794.33333,Nicolette Wadkins,IFP,5,Americas,USA,Northeast,0,0.022556406,0.022617534,0.013831849
0066000001MHAst,42802.29167,Noma Keller,MS,155,EMEA,Northern Europe,Northern Europe,0,0.02061258,0.014513874,0.017231082
0066000001SoFsq,42886.29167,Danica Patrick,MA,5,Americas,USA,Southwest,0,0.01219224,0.012477035,0.007292058
0066000001aPG3J,42755.33333,Fredricka Liu,MS,49.413,Asia Pacific,Japan,Japan,1,0.020069318,0.025354025,0.011713864
0066000001aMxRR,42766.33333,Mary Lou Retton,MS,355,Americas,USA,Southwest,0,0,0,0
0066000001MG2gP,42726.33333,Marco Dunavant,MA,75,EMEA,Western Europe,Western Europe,0,0.027747628,0.018354531,0.017038692
0066000001MEmve,42909.29167,Emilio Luczynski,MA,5,Asia Pacific,China,China,0,0,0.022617534,0
0066000001EaVEi,42794.33333,Cassondra Petrick,MA,124.559,EMEA,Israel,Israel,0,0.029457899,0.038749459,0.017588946
00660000012MuJr,42734.33333,Stephenie Mcelligott,MA,133.33852,Americas,USA,Central,1,0.125229316,0.128170429,0.107268716
0066000001EaHy7,42942.29167,Tamar Boatner,MA,224.558,Americas,Canada,Canada,0,0.026229557,0.026265306,0.019091853
00660000018HZvz,42814.29167,Wilma Rudolph,MA,5,Americas,USA,Northwest,0,0,0.022617534,0
0066000001aO6Wf,42713.33333,Mia Hamm,PDP,5,Americas,USA,Southwest,0,0.180461959,0.190533833,0.156429759
0066000000s72Qn,42780.33333,Cary Westmoreland,MS,83.594,EMEA,Central Europe,Central Europe,0,0,0.004488887,0
0066000000ZaWMF,42823.29167,Raeann Uriarte,MA,5,Americas,Latin America,Latin America,0,0,0.007189619,0
0066000000WiVLx,44090.29167,Tom Brady,IFP,5,Americas,USA,Southwest,0,0,0.0004895,0
0066000001aN6Gl,42806.29167,Mathilde Butkovich,PDP,5,EMEA,Middle East,Middle East,0,0,0.190533833,0
0066000001MFk6L,42718.33333,Marco Dunavant,MA,55,EMEA,Western Europe,Western Europe,0,0.065631423,0.06890608,0.035391328
00660000012Ltvq,42727.33333,Kerri Walsh,IFP,64.7475,Americas,USA,Southwest,0,0.046834755,0.038862661,0.027231227
0066000001MFmD8,42725.33333,Mariann Hardman,MA,225,EMEA,Northern Europe,Northern Europe,0,0.289181768,0.144590884,0.24374068
0066000001MFk6u,42724.33333,Marco Dunavant,MA,155,EMEA,Western Europe,Western Europe,0,0.045995561,0.051526546,0.026008846
0066000001Sp8I6,42794.33333,Tom Brady,MA,65.8325,Americas,USA,Southwest,0,0.027015365,0.023742553,0.022774722
0066000000g1omX,42854.29167,Tamar Boatner,MA,257.416,Americas,USA,Southeast,0,0.034469508,0.03676689,0.02863078
00660000012M4IS,42825.29167,Serena Williams,MA,45,EMEA,France,France,0,0.094843213,0.091935489,0.080371795
0066000000s8Z7f,42521.29167,Tressa Kennamer,MA,5,Asia Pacific,AUS/NZ,AUS/NZ,0,0,0.144590884,0
0066000000mpfBA,42794.33333,Lillia Bocanegra,IFP,14.67875,Americas,Canada,Canada,1,0.479837818,0.219756727,0.362832181
0066000001EboED,42788.33333,Kym Rothermel,MS,262.638,Americas,USA,Southeast,0,0.049074214,0.04052415,0.040868049
0066000001ME7Xr,42720.33333,Mia Hamm,PDP,11.34,Americas,USA,Southwest,1,0.180461959,0,0.103035539
0066000000mrXoP,42734.33333,Delinda Loving,MA,155,EMEA,Northern Europe,Northern Europe,0,0,0.009939362,0
0066000001SnwYr,42855.29167,Serita Silberman,MS,125,EMEA,Western Europe,Western Europe,0,0.115070572,0.124168397,0.095567693
0066000001MEqtb,42788.33333,Tressa Kennamer,MA,155,EMEA,France,France,1,0.180461959,0.179538577,0.134393046
0066000001MEAM8,42856.29167,Delinda Loving,MS,175,EMEA,Northern Europe,Northern Europe,0,0,0,0
0066000001SpXWB,42704.33333,Xavier Mangold,MA,5,EMEA,Central Europe,Central Europe,0,0,0,0
0066000000mpCOV,42998.29167,Tressa Kennamer,MA,255,EMEA,France,France,0,0,0,0
0066000001aOPbg,42734.33333,Mia Hamm,PDP,5,Americas,USA,Southwest,0,0.47833616,0.47516957,0.31153593
0066000001SmycN,42716.33333,Marco Dunavant,MA,55,EMEA,Western Europe,Western Europe,0,0.073420475,0.073807909,0.039554686
0066000000mshUe,42916.29167,Serena Williams,IFP,5,EMEA,France,France,0,0,0.073807909,0
0066000001EcEH7,42792.33333,Danica Patrick,MA,116.632,Americas,USA,Southwest,0,0.122028621,0.120678032,0.105374955
0066000001aNEZh,42851.29167,Tamar Boatner,MS,56.28525,Americas,Canada,Canada,0,0.040209799,0.041657483,0.029025972
0066000001SqlA2,42791.33333,Tamar Boatner,MS,183.216,Americas,USA,Southeast,0,0.346160989,0.340872331,0.222680899
00660000012L7px,42766.33333,Tom Brady,IFP,269.37,Americas,USA,Southwest,0,0.101167907,0.050583953,0.065283817
0066000001aP8C3,42766.33333,Tom Brady,MS,5,Americas,USA,Southwest,0,0.180461959,0.181517551,0.145800125
0066000001Sn5q9,42720.33333,Mia Hamm,PDP,7.728,Americas,USA,Southwest,1,0.689990723,0.534986085,0.100880164
0066000001MG631,42309.29167,Tom Brady,MS,85.795,Americas,USA,Southwest,0,0.019439287,0.02046467,0.011692065
0066000001MG636,42814.29167,Tom Brady,MS,5,Americas,USA,Southwest,0,0,0.534986085,0
0066000001MGJsH,42724.33333,Xavier Mangold,MS,5,EMEA,Central Europe,Central Europe,0,0.067722028,0.068091497,0.042806242
00660000018HXPb,42977.29167,Allegra Eakle,IFP,127.45953,Americas,USA,Southeast,0,0.006335915,0,0.003919417
0066000001MGXuw,42794.33333,Anglea Moats,MA,5,Americas,Canada,Canada,0,0,0.534986085,0
0066000000OPVci,41578.29167,Allegra Eakle,MS,127.2,Asia Pacific,Japan,Japan,0,0,0.00315206,0
0066000000ZYtBu,42878.29167,Tressa Kennamer,MA,155,Asia Pacific,AUS/NZ,AUS/NZ,0,0.026761948,0.032339856,0.023119344
0066000000S1qSg,42916.29167,Tamar Boatner,IFP,5,Americas,USA,Southeast,0,0.026143344,0.018821969,0.01593189
00660000012LJ7j,42762.33333,Mariann Hardman,MA,155,EMEA,Northern Europe,Northern Europe,0,0.034919799,0.037891402,0.017708575
0066000001Sokkx,42704.33333,Tom Brady,PDP,129.4734,Americas,USA,Southwest,0,0.017491146,0.012083075,0.010634162
0066000001EdH7Y,42794.33333,Nicolette Wadkins,MS,5,Americas,USA,Southeast,0,0,0.534986085,0
0066000001MHSXJ,42794.33333,Boris Leverett,MA,125,Americas,USA,Northeast,0,0.06228094,0.05824772,0.050532303
0066000000waDp4,42794.33333,Lorene Ebeling,MA,132.44,Asia Pacific,China,China,0,0,0.007649257,0
0066000001SpR3S,42766.33333,Latrina Pettry,MS,72.6162,Americas,Canada,Canada,0,0.275854373,0.266739873,0.235939477
00660000018IGmm,42703.33333,Kerri Walsh,MA,5,Americas,USA,Southwest,0,0,0.000155207,0
0066000001SoWvv,42794.33333,Fredricka Liu,MA,12.5912,Americas,USA,Northwest,0,0.19023098,0.185366672,0.169172117
0066000001MHAnU,42888.29167,Delinda Loving,MS,65,EMEA,Northern Europe,Northern Europe,0,0.008036882,0.003999581,0.004620978
0066000001SqHJI,42748.33333,Mia Hamm,PDP,15.16142,Americas,USA,Southwest,1,0.466599306,0.199898959,0.419177223
0066000001EdBRq,42777.33333,Ulysses Veitch,PDP,5,Americas,Canada,Canada,0,0,0.199898959,0
0066000001Ea9pY,42754.33333,Tressa Kennamer,MA,5,Asia Pacific,AUS/NZ,AUS/NZ,0,0.180461959,0.182841123,0.093244043
0066000000mqwvT,42708.33333,Noma Keller,MS,27,Asia Pacific,AUS/NZ,AUS/NZ,0,0.023337233,0.026631305,0.01247899
0066000000waw0r,42674.29167,Mary Lou Retton,MA,153.4455,Americas,USA,Southwest,0,0.072508404,0.071646392,0.057560553
0066000001MH980,42732.33333,Tressa Kennamer,MA,5,Asia Pacific,AUS/NZ,AUS/NZ,0,0.06861915,0.081318042,0.038642423
0066000000s860C,42816.29167,Ulysses Veitch,MA,55.155,Americas,Canada,Canada,0,0,0,0
